dataset,source,target,bridge,within_community
Les Miserables,34,49,False,True
Les Miserables,35,67,False,True
Les Miserables,35,40,False,True
Les Miserables,35,55,False,True
Les Miserables,37,73,False,False
Les Miserables,37,58,False,True
Les Miserables,37,70,False,True
Les Miserables,37,39,False,True
Les Miserables,37,59,False,True
Les Miserables,38,73,True,True
Les Miserables,39,73,False,False
Les Miserables,39,58,False,True
Les Miserables,39,70,False,True
Les Miserables,39,69,False,False
Les Miserables,39,74,False,False
Les Miserables,39,75,False,False
Les Miserables,39,59,False,True
Les Miserables,39,72,False,False
Les Miserables,40,49,False,False
Les Miserables,40,46,False,True
Les Miserables,40,67,False,True
Les Miserables,40,55,False,True
Les Miserables,41,53,True,True
Les Miserables,42,73,False,True
Les Miserables,43,73,True,True
Les Miserables,44,71,False,True
Les Miserables,44,76,False,True
Les Miserables,45,51,False,True
Les Miserables,45,49,False,True
Les Miserables,46,49,False,False
Les Miserables,46,61,True,True
Les Miserables,47,58,False,False
Les Miserables,48,73,False,True
Les Miserables,49,73,False,False
Les Miserables,49,71,False,False
Les Miserables,49,70,False,False
Les Miserables,49,66,False,True
Les Miserables,49,51,False,True
Les Miserables,50,62,False,True
Les Miserables,50,56,False,True
Les Miserables,50,73,False,False
Les Miserables,51,73,False,False
Les Miserables,51,57,False,True
Les Miserables,51,52,True,True
Les Miserables,54,73,True,True
Les Miserables,56,62,False,True
Les Miserables,56,73,False,False
Les Miserables,57,66,False,True
Les Miserables,58,73,False,False
Les Miserables,58,70,False,True
Les Miserables,59,73,False,False
Les Miserables,59,70,False,True
Les Miserables,60,73,False,True
Les Miserables,62,63,True,True
Les Miserables,62,64,True,True
Les Miserables,62,73,False,False
Les Miserables,65,69,False,True
Les Miserables,66,70,False,False
Les Miserables,68,73,True,True
Les Miserables,69,73,False,False
Les Miserables,70,73,False,False
Les Miserables,71,76,False,True
Les Miserables,72,73,False,True
Les Miserables,73,74,False,True
Les Miserables,73,75,False,False
Southern women,0,3,False,True
Southern women,0,10,False,True
Southern women,0,11,False,True
Southern women,0,12,False,True
Southern women,0,13,False,True
Southern women,0,14,False,False
Southern women,0,15,False,False
Southern women,1,10,False,True
Southern women,1,11,False,True
Southern women,1,12,False,True
Southern women,1,14,False,False
Southern women,2,15,False,False
Southern women,2,16,False,True
Southern women,3,18,False,True
Southern women,3,23,False,True
Southern women,4,24,False,True
Southern women,4,22,False,True
Southern women,4,29,False,True
Southern women,4,25,False,True
Southern women,4,21,False,True
Southern women,5,25,False,False
Southern women,5,21,False,False
Southern women,5,26,False,True
Southern women,5,19,False,True
Southern women,6,31,False,True
Southern women,6,24,False,True
Southern women,6,22,False,True
Southern women,6,29,False,True
Southern women,6,25,False,True
Southern women,6,21,False,True
Southern women,7,22,False,True
Southern women,7,29,False,True
Southern women,7,25,False,True
Southern women,8,22,False,True
Southern women,8,29,False,True
Southern women,8,25,False,True
Southern women,9,18,False,True
Southern women,9,23,False,True
Southern women,9,30,False,True
Southern women,10,18,False,True
Southern women,10,23,False,True
Southern women,10,30,False,True
Southern women,10,20,False,True
Southern women,11,18,False,True
Southern women,11,30,False,True
Southern women,12,18,False,True
Southern women,12,23,False,True
Southern women,12,30,False,True
Southern women,12,20,False,True
Southern women,12,17,False,False
Southern women,12,28,False,False
Southern women,13,18,False,True
Southern women,13,23,False,True
Southern women,13,30,False,True
Southern women,13,20,False,True
Southern women,13,17,False,False
Southern women,13,27,False,False
Southern women,13,25,False,False
Southern women,14,23,False,False
Southern women,14,30,False,False
Southern women,14,17,False,True
Southern women,14,28,False,True
Southern women,14,31,False,False
Southern women,14,29,False,False
Southern women,14,25,False,False
Southern women,14,21,False,False
Southern women,15,18,False,False
Southern women,15,23,False,False
Southern women,15,30,False,False
Southern women,15,20,False,False
Southern women,15,17,False,False
Southern women,15,27,False,False
Southern women,15,28,False,False
Southern women,15,31,False,True
Southern women,15,24,False,True
Southern women,15,22,False,True
Southern women,15,29,False,True
Southern women,15,21,False,True
Southern women,16,18,False,False
Southern women,16,30,False,False
Southern women,16,27,False,True
Southern women,16,28,False,False
Southern women,16,31,False,False
Southern women,16,24,False,False
Southern women,16,22,False,False
Southern women,16,29,False,False
Southern women,16,25,False,False
Southern women,16,26,False,True
Southern women,16,19,False,True
Florentine families,0,8,True,True
Florentine families,1,8,False,False
Florentine families,1,5,True,True
Florentine families,1,6,False,True
Florentine families,2,8,False,True
Florentine families,2,4,False,False
Florentine families,3,10,False,True
Florentine families,3,13,False,True
Florentine families,3,6,False,False
Florentine families,4,10,False,True
Florentine families,4,13,False,True
Florentine families,6,14,False,False
Florentine families,6,7,True,True
Florentine families,8,11,False,True
Florentine families,8,14,False,True
Florentine families,8,12,True,False
Florentine families,9,12,True,True
Florentine families,10,13,False,True
Florentine families,11,13,False,False
Florentine families,11,14,False,True
C. elegans,0,244,False,False
C. elegans,0,267,False,False
C. elegans,0,272,False,False
C. elegans,0,273,False,False
C. elegans,0,111,False,True
C. elegans,0,287,False,False
C. elegans,0,289,False,False
C. elegans,0,65,False,True
C. elegans,0,66,False,True
C. elegans,0,246,False,False
C. elegans,0,51,False,False
C. elegans,1,231,False,True
C. elegans,1,275,False,True
C. elegans,1,67,False,True
C. elegans,1,156,False,True
C. elegans,1,26,False,True
C. elegans,1,220,False,False
C. elegans,1,89,False,True
C. elegans,1,134,False,True
C. elegans,1,137,False,False
C. elegans,1,229,False,True
C. elegans,2,287,False,True
C. elegans,2,285,False,True
C. elegans,2,29,False,True
C. elegans,2,89,False,True
C. elegans,2,264,False,True
C. elegans,2,296,False,True
C. elegans,2,18,False,False
C. elegans,2,25,False,True
C. elegans,2,220,False,False
C. elegans,2,275,False,True
C. elegans,2,236,False,True
C. elegans,2,34,False,True
C. elegans,2,50,False,False
C. elegans,2,225,False,True
C. elegans,2,69,False,True
C. elegans,2,24,False,True
C. elegans,2,230,False,False
C. elegans,2,68,False,True
C. elegans,2,293,False,False
C. elegans,2,292,False,False
C. elegans,2,295,False,True
C. elegans,2,28,False,False
C. elegans,2,27,False,False
C. elegans,3,287,False,True
C. elegans,3,285,False,True
C. elegans,3,78,False,True
C. elegans,3,134,False,True
C. elegans,3,294,False,True
C. elegans,3,26,False,True
C. elegans,3,223,False,True
C. elegans,3,242,False,True
C. elegans,3,264,False,True
C. elegans,3,25,False,True
C. elegans,3,220,False,False
C. elegans,3,275,False,True
C. elegans,3,232,False,True
C. elegans,3,226,False,True
C. elegans,3,69,False,True
C. elegans,3,229,False,True
C. elegans,3,68,False,True
C. elegans,4,287,False,True
C. elegans,4,285,False,True
C. elegans,4,123,False,True
C. elegans,4,25,False,True
C. elegans,4,89,False,True
C. elegans,4,264,False,True
C. elegans,4,253,False,True
C. elegans,4,39,False,True
C. elegans,4,220,False,False
C. elegans,4,275,False,True
C. elegans,4,228,False,True
C. elegans,4,233,False,True
C. elegans,4,215,False,True
C. elegans,4,227,False,True
C. elegans,4,69,False,True
C. elegans,4,295,False,True
C. elegans,5,41,False,True
C. elegans,5,293,False,False
C. elegans,5,292,False,False
C. elegans,5,109,False,True
C. elegans,5,266,False,False
C. elegans,5,89,False,False
C. elegans,5,28,False,True
C. elegans,5,46,False,False
C. elegans,5,114,False,True
C. elegans,6,50,False,False
C. elegans,6,40,False,True
C. elegans,6,293,False,False
C. elegans,6,292,False,False
C. elegans,6,109,False,False
C. elegans,6,267,False,False
C. elegans,6,44,False,True
C. elegans,6,115,False,True
C. elegans,7,123,False,False
C. elegans,7,221,False,True
C. elegans,8,134,False,True
C. elegans,8,49,False,True
C. elegans,8,221,False,False
C. elegans,9,287,False,True
C. elegans,9,285,False,True
C. elegans,9,291,False,True
C. elegans,9,89,False,True
C. elegans,9,137,False,False
C. elegans,9,294,False,True
C. elegans,9,26,False,True
C. elegans,9,46,False,True
C. elegans,9,220,False,False
C. elegans,9,24,False,True
C. elegans,9,229,False,True
C. elegans,9,47,False,False
C. elegans,9,292,False,False
C. elegans,9,114,False,False
C. elegans,9,115,False,True
C. elegans,10,287,False,True
C. elegans,10,285,False,True
C. elegans,10,288,False,True
C. elegans,10,78,False,True
C. elegans,10,290,False,True
C. elegans,10,291,False,True
C. elegans,10,89,False,True
C. elegans,10,228,False,True
C. elegans,10,44,False,True
C. elegans,10,295,False,True
C. elegans,10,25,False,True
C. elegans,10,220,False,False
C. elegans,10,24,False,True
C. elegans,10,48,False,False
C. elegans,10,19,False,False
C. elegans,11,239,False,True
C. elegans,11,248,False,True
C. elegans,11,47,False,True
C. elegans,11,244,False,True
C. elegans,11,14,False,True
C. elegans,11,251,False,True
C. elegans,11,252,False,True
C. elegans,11,261,False,True
C. elegans,11,284,False,True
C. elegans,11,86,False,True
C. elegans,11,63,False,True
C. elegans,11,255,False,True
C. elegans,11,247,False,True
C. elegans,11,250,False,True
C. elegans,11,283,False,True
C. elegans,11,135,False,True
C. elegans,12,263,False,True
C. elegans,12,242,False,True
C. elegans,12,100,False,True
C. elegans,12,288,False,True
C. elegans,12,145,False,True
C. elegans,12,178,False,True
C. elegans,12,189,False,True
C. elegans,12,204,False,True
C. elegans,13,254,False,True
C. elegans,13,249,False,True
C. elegans,13,256,False,False
C. elegans,13,251,False,True
C. elegans,13,240,False,False
C. elegans,13,48,False,False
C. elegans,13,245,False,True
C. elegans,13,280,False,True
C. elegans,13,284,False,True
C. elegans,13,64,False,False
C. elegans,13,283,False,True
C. elegans,13,258,False,True
C. elegans,13,262,False,True
C. elegans,13,136,False,True
C. elegans,13,15,False,True
C. elegans,14,261,False,True
C. elegans,14,79,False,False
C. elegans,14,252,False,True
C. elegans,14,269,False,False
C. elegans,14,270,False,False
C. elegans,14,271,False,False
C. elegans,14,273,False,False
C. elegans,14,53,False,True
C. elegans,14,54,False,True
C. elegans,14,274,False,True
C. elegans,14,276,False,True
C. elegans,14,277,False,False
C. elegans,14,135,False,True
C. elegans,14,63,False,True
C. elegans,14,42,False,True
C. elegans,14,219,False,True
C. elegans,15,262,False,True
C. elegans,15,254,False,True
C. elegans,15,260,False,True
C. elegans,15,271,False,False
C. elegans,15,53,False,True
C. elegans,15,54,False,True
C. elegans,15,278,False,False
C. elegans,15,86,False,True
C. elegans,15,87,False,True
C. elegans,15,64,False,False
C. elegans,15,69,False,False
C. elegans,15,219,False,True
C. elegans,16,244,False,True
C. elegans,16,111,False,False
C. elegans,16,248,False,True
C. elegans,16,279,False,True
C. elegans,16,283,False,True
C. elegans,16,284,False,True
C. elegans,16,87,False,True
C. elegans,16,285,False,False
C. elegans,16,288,False,False
C. elegans,16,251,False,True
C. elegans,16,241,False,True
C. elegans,16,250,False,True
C. elegans,16,257,False,True
C. elegans,17,265,False,True
C. elegans,17,238,False,True
C. elegans,17,249,False,True
C. elegans,17,280,False,True
C. elegans,17,86,False,True
C. elegans,17,287,False,False
C. elegans,17,289,False,False
C. elegans,17,251,False,True
C. elegans,17,284,False,True
C. elegans,17,243,False,True
C. elegans,17,250,False,True
C. elegans,18,65,False,True
C. elegans,18,66,False,True
C. elegans,18,24,False,False
C. elegans,18,293,False,False
C. elegans,18,88,False,True
C. elegans,18,113,False,True
C. elegans,18,110,False,True
C. elegans,18,28,False,True
C. elegans,18,268,False,False
C. elegans,18,272,False,False
C. elegans,18,273,False,False
C. elegans,18,81,False,False
C. elegans,18,109,False,True
C. elegans,18,90,False,True
C. elegans,18,93,False,True
C. elegans,18,136,False,False
C. elegans,18,292,False,False
C. elegans,18,32,False,False
C. elegans,18,37,False,False
C. elegans,18,221,False,True
C. elegans,18,27,False,True
C. elegans,19,66,False,True
C. elegans,19,137,False,True
C. elegans,19,50,False,False
C. elegans,19,24,False,False
C. elegans,19,90,False,True
C. elegans,19,113,False,True
C. elegans,19,110,False,True
C. elegans,19,28,False,True
C. elegans,19,27,False,True
C. elegans,19,109,False,True
C. elegans,19,88,False,True
C. elegans,19,93,False,True
C. elegans,19,103,False,False
C. elegans,19,135,False,False
C. elegans,19,292,False,False
C. elegans,19,293,False,False
C. elegans,19,31,False,False
C. elegans,19,41,False,True
C. elegans,19,44,False,False
C. elegans,19,46,False,False
C. elegans,19,221,False,True
C. elegans,20,268,False,True
C. elegans,20,269,False,True
C. elegans,20,24,False,False
C. elegans,20,104,False,True
C. elegans,20,130,False,True
C. elegans,20,135,False,False
C. elegans,20,136,False,False
C. elegans,20,131,False,True
C. elegans,20,52,False,True
C. elegans,20,273,False,True
C. elegans,20,54,False,False
C. elegans,20,150,False,True
C. elegans,20,60,False,False
C. elegans,20,99,False,False
C. elegans,20,139,False,True
C. elegans,20,70,False,True
C. elegans,20,72,False,True
C. elegans,20,107,False,False
C. elegans,20,220,False,False
C. elegans,20,110,False,False
C. elegans,20,53,False,False
C. elegans,20,103,False,True
C. elegans,20,133,False,True
C. elegans,20,132,False,True
C. elegans,20,190,False,False
C. elegans,20,193,False,False
C. elegans,21,289,False,True
C. elegans,21,123,False,True
C. elegans,21,67,False,True
C. elegans,21,134,False,True
C. elegans,21,228,False,True
C. elegans,21,23,False,True
C. elegans,21,238,False,False
C. elegans,21,248,False,False
C. elegans,21,249,False,False
C. elegans,21,265,False,False
C. elegans,21,111,False,False
C. elegans,21,232,False,True
C. elegans,21,233,False,True
C. elegans,21,214,False,True
C. elegans,21,231,False,True
C. elegans,21,45,False,True
C. elegans,21,100,False,True
C. elegans,21,112,False,True
C. elegans,21,285,False,True
C. elegans,21,287,False,True
C. elegans,21,288,False,True
C. elegans,21,145,False,True
C. elegans,21,156,False,True
C. elegans,21,189,False,True
C. elegans,21,200,False,True
C. elegans,21,229,False,True
C. elegans,21,219,False,False
C. elegans,21,34,False,True
C. elegans,21,49,False,True
C. elegans,21,50,False,False
C. elegans,21,56,False,True
C. elegans,21,110,False,False
C. elegans,22,65,False,False
C. elegans,22,66,False,False
C. elegans,22,69,False,False
C. elegans,22,237,False,True
C. elegans,22,248,False,True
C. elegans,22,249,False,True
C. elegans,22,51,False,False
C. elegans,22,263,False,False
C. elegans,22,111,False,False
C. elegans,22,109,False,False
C. elegans,22,86,False,True
C. elegans,22,285,False,False
C. elegans,22,287,False,False
C. elegans,22,235,False,False
C. elegans,22,236,False,False
C. elegans,22,238,False,True
C. elegans,22,282,False,True
C. elegans,22,255,False,True
C. elegans,22,276,False,True
C. elegans,22,280,False,True
C. elegans,22,274,False,True
C. elegans,23,233,False,True
C. elegans,23,253,False,True
C. elegans,23,291,False,True
C. elegans,23,156,False,True
C. elegans,23,167,False,True
C. elegans,23,178,False,True
C. elegans,23,189,False,True
C. elegans,23,215,False,True
C. elegans,24,228,False,True
C. elegans,24,232,False,True
C. elegans,24,272,False,False
C. elegans,24,273,False,False
C. elegans,24,233,False,True
C. elegans,24,214,False,True
C. elegans,24,231,False,True
C. elegans,24,89,False,True
C. elegans,24,288,False,True
C. elegans,24,289,False,True
C. elegans,24,292,False,False
C. elegans,24,293,False,False
C. elegans,24,25,False,True
C. elegans,24,296,False,True
C. elegans,24,44,False,True
C. elegans,24,46,False,True
C. elegans,24,229,False,True
C. elegans,24,277,False,False
C. elegans,24,130,False,False
C. elegans,24,94,False,False
C. elegans,25,287,False,True
C. elegans,25,285,False,True
C. elegans,25,214,False,True
C. elegans,25,286,False,True
C. elegans,25,78,False,True
C. elegans,25,220,False,False
C. elegans,25,264,False,True
C. elegans,25,275,False,True
C. elegans,25,228,False,True
C. elegans,25,233,False,True
C. elegans,25,112,False,True
C. elegans,25,227,False,True
C. elegans,25,229,False,True
C. elegans,25,295,False,True
C. elegans,25,80,False,True
C. elegans,26,287,False,True
C. elegans,26,285,False,True
C. elegans,26,78,False,True
C. elegans,26,231,False,True
C. elegans,26,89,False,True
C. elegans,26,220,False,False
C. elegans,26,296,False,True
C. elegans,26,275,False,True
C. elegans,26,100,False,True
C. elegans,26,204,False,True
C. elegans,26,226,False,True
C. elegans,26,224,False,True
C. elegans,26,229,False,True
C. elegans,26,79,False,False
C. elegans,27,65,False,True
C. elegans,27,296,False,False
C. elegans,27,32,False,False
C. elegans,27,74,False,False
C. elegans,27,113,False,True
C. elegans,27,110,False,True
C. elegans,27,244,False,False
C. elegans,27,69,False,False
C. elegans,27,220,False,False
C. elegans,27,94,False,False
C. elegans,28,290,False,False
C. elegans,28,293,False,False
C. elegans,28,292,False,False
C. elegans,28,113,False,True
C. elegans,28,110,False,True
C. elegans,28,245,False,False
C. elegans,28,220,False,False
C. elegans,29,66,False,False
C. elegans,29,214,False,True
C. elegans,29,220,False,False
C. elegans,29,233,False,True
C. elegans,29,49,False,True
C. elegans,29,95,False,False
C. elegans,30,65,False,False
C. elegans,30,231,False,True
C. elegans,30,189,False,True
C. elegans,30,68,False,True
C. elegans,30,220,False,False
C. elegans,30,112,False,True
C. elegans,30,232,False,True
C. elegans,30,115,False,True
C. elegans,30,95,False,False
C. elegans,31,244,False,True
C. elegans,31,42,False,True
C. elegans,31,245,False,True
C. elegans,31,266,False,False
C. elegans,31,292,False,True
C. elegans,31,293,False,True
C. elegans,31,68,False,False
C. elegans,31,74,False,False
C. elegans,31,295,False,False
C. elegans,31,127,False,True
C. elegans,31,82,False,False
C. elegans,32,244,False,True
C. elegans,32,287,False,False
C. elegans,32,78,False,False
C. elegans,32,294,False,False
C. elegans,32,245,False,True
C. elegans,32,267,False,False
C. elegans,32,292,False,True
C. elegans,32,293,False,True
C. elegans,32,68,False,False
C. elegans,32,83,False,False
C. elegans,32,43,False,True
C. elegans,32,74,False,False
C. elegans,32,109,False,False
C. elegans,32,128,False,True
C. elegans,33,287,False,True
C. elegans,33,285,False,True
C. elegans,33,233,False,True
C. elegans,33,225,False,True
C. elegans,33,221,False,False
C. elegans,33,80,False,True
C. elegans,34,49,False,True
C. elegans,34,272,False,False
C. elegans,34,264,False,True
C. elegans,34,100,False,True
C. elegans,34,123,False,True
C. elegans,34,290,False,True
C. elegans,34,296,False,True
C. elegans,34,189,False,True
C. elegans,34,200,False,True
C. elegans,34,235,False,True
C. elegans,35,287,False,True
C. elegans,35,49,False,True
C. elegans,35,232,False,True
C. elegans,35,221,False,False
C. elegans,36,287,False,True
C. elegans,36,214,False,True
C. elegans,36,221,False,False
C. elegans,36,224,False,True
C. elegans,36,68,False,True
C. elegans,36,295,False,True
C. elegans,37,231,False,True
C. elegans,37,294,False,True
C. elegans,37,221,False,False
C. elegans,37,236,False,True
C. elegans,37,225,False,True
C. elegans,38,228,False,True
C. elegans,38,100,False,True
C. elegans,38,221,False,False
C. elegans,38,229,False,True
C. elegans,38,68,False,True
C. elegans,38,130,False,False
C. elegans,38,81,False,False
C. elegans,39,112,False,True
C. elegans,39,221,False,False
C. elegans,39,229,False,True
C. elegans,39,131,False,False
C. elegans,40,290,False,True
C. elegans,40,225,False,True
C. elegans,40,232,False,True
C. elegans,40,267,False,False
C. elegans,40,167,False,True
C. elegans,40,220,False,False
C. elegans,40,248,False,False
C. elegans,40,238,False,False
C. elegans,40,276,False,False
C. elegans,40,109,False,False
C. elegans,40,115,False,True
C. elegans,41,291,False,False
C. elegans,41,233,False,False
C. elegans,41,49,False,False
C. elegans,41,224,False,False
C. elegans,41,266,False,False
C. elegans,41,167,False,False
C. elegans,41,220,False,False
C. elegans,41,249,False,False
C. elegans,41,281,False,False
C. elegans,41,109,False,True
C. elegans,41,110,False,True
C. elegans,41,274,False,False
C. elegans,41,114,False,True
C. elegans,42,68,False,False
C. elegans,42,237,False,True
C. elegans,42,248,False,True
C. elegans,42,128,False,True
C. elegans,42,200,False,False
C. elegans,42,220,False,False
C. elegans,42,276,False,True
C. elegans,42,109,False,False
C. elegans,42,127,False,True
C. elegans,43,294,False,False
C. elegans,43,238,False,True
C. elegans,43,249,False,True
C. elegans,43,282,False,True
C. elegans,43,127,False,True
C. elegans,43,200,False,False
C. elegans,43,220,False,False
C. elegans,43,109,False,False
C. elegans,43,274,False,True
C. elegans,43,128,False,True
C. elegans,44,287,False,True
C. elegans,44,289,False,True
C. elegans,44,285,False,True
C. elegans,44,239,False,False
C. elegans,44,78,False,True
C. elegans,44,290,False,True
C. elegans,44,291,False,True
C. elegans,44,89,False,True
C. elegans,44,220,False,False
C. elegans,44,226,False,True
